EXPIRES AT           GROUP     SIZE  PATH
2023-03-19 22:47:42  ek9     638.0M  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/288/plt/Turb_hdf5_plt_cnt_0142
2023-03-19 22:47:44  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp44zk4p8q/tex.cache/31fda8d390c1271252299af8d697e01a.dvi
2023-03-19 22:47:46  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpqmruueta/tex.cache/5fedea5dd1c6cbd1f9af06323ece5e8e.png
2023-03-19 22:47:54  ek9      16.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/36/spect/Turb_hdf5_plt_cnt_0002_spect_mags.dat
2023-03-19 22:47:56  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/288/plt/Turb_hdf5_plt_cnt_0488
2023-03-19 22:47:57  ek9       8.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/18/spect/Turb_hdf5_plt_cnt_0046_spect_vels.dat
2023-03-19 22:47:57  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/36/plt/Turb_hdf5_plt_cnt_0482
2023-03-19 22:47:58  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/288/plt/Turb_hdf5_plt_cnt_0714
2023-03-19 22:47:59  ek9     638.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/288/plt/Turb_hdf5_plt_cnt_1296
2023-03-19 22:48:06  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp0p83ke2f/tex.cache/1f79098797f755d1720f61b5df4cc7e3.png
2023-03-19 22:48:10  ek9       1.3M  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/36/plt/Turb_hdf5_plt_cnt_0255
2023-03-19 22:48:12  ek9      79.8M  /scratch/ek9/nk7952/Re500/super_sonic/Pm4/144/plt/Turb_hdf5_plt_cnt_0430
2023-03-19 22:48:14  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpm495w6rz/tex.cache/37915001ceb5843db33e5d47b0ce270e.dvi
2023-03-19 22:48:14  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/72/plt/Turb_hdf5_plt_cnt_0816
2023-03-19 22:48:15  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpb5esxqv0/tex.cache/83e9b2e621df5eaa99a24e01d2285204.tex
2023-03-19 22:48:18  ek9      52.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm25/144/spect/Turb_hdf5_plt_cnt_0067_spect_mags.dat
2023-03-19 22:48:23  ek9       8.0K  /scratch/ek9/nk7952/.vscode-server/extensions/oderwat.indent-rainbow-8.3.1/node_modules/pngjs/lib/bitpacker.js
2023-03-19 22:48:24  ek9      28.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/72/spect/Turb_hdf5_plt_cnt_0219_spect_vels.dat
2023-03-19 22:48:27  ek9     638.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm4/288/plt/Turb_hdf5_plt_cnt_1018
2023-03-19 22:48:30  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/bin/6261075646f055b99068d3688932416f2346dd3b/node_modules/semver/ranges/max-satisfying.js
2023-03-19 22:48:34  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpib4qn6uj/tex.cache/bd361c543a07477ad639b67a8bd72285.dvi
2023-03-19 22:48:40  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps_wzpble/tex.cache/41419bdce8555803b0780b989bf346be.png
2023-03-19 22:48:41  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0797
2023-03-19 22:48:42  ek9       4.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/72/spect/job_fit_spect.sh
2023-03-19 22:48:45  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm5/72/plt/Turb_hdf5_plt_cnt_0357
2023-03-19 22:48:45  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm10/18/plt/Turb_hdf5_plt_cnt_0109
2023-03-19 22:48:45  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpy8rwr063/tex.cache/58568e32d1e91e77a6861317394ea5a9.tex
2023-03-19 22:48:45  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpui67p418/tex.cache/58568e32d1e91e77a6861317394ea5a9.dvi
2023-03-19 22:48:47  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/72/plt/Turb_hdf5_plt_cnt_0609
2023-03-19 22:48:47  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpevajunm8/tex.cache/08e1d930661c435bb9fe8627c3071b4f.tex
2023-03-19 22:48:47  ek9      16.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/36/spect/Turb_hdf5_plt_cnt_0891_spect_mags.dat
2023-03-19 22:48:50  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/144/plt/Turb_hdf5_plt_cnt_0783
2023-03-19 22:48:53  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpctvahhk9/tex.cache/4d00280d2b1b2d8762bb82409959779d.dvi
2023-03-19 22:48:54  ek9       8.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/18/spect/Turb_hdf5_plt_cnt_0192_spect_vels.dat
2023-03-19 22:48:56  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmplivlwkwk/tex.cache/02fc3037907022f37ede246b2831cef2.tex
2023-03-19 22:48:58  ek9      16.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/36/spect/Turb_hdf5_plt_cnt_0866_spect_vels.dat
2023-03-19 22:48:58  ek9      28.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/spect/Turb_hdf5_plt_cnt_0435_spect_mags.dat
2023-03-19 22:48:59  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpg9msqpnj/tex.cache/c352dcb6c1f717b82b659b4c3eadebfd.png
2023-03-19 22:49:07  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0480
2023-03-19 22:49:09  ek9       1.3M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/36/plt/Turb_hdf5_plt_cnt_1000
2023-03-19 22:49:10  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/72/plt/Turb_hdf5_plt_cnt_0316
2023-03-19 22:49:11  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/144/plt/Turb_hdf5_plt_cnt_0484
2023-03-19 22:49:13  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/36/plt/Turb_hdf5_plt_cnt_0489
2023-03-19 22:49:14  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/18/spect/Turb_hdf5_plt_cnt_0588_spect_mags.dat
2023-03-19 22:49:16  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/e5024428fc764c43a73027a080ff1cfc.tex
2023-03-19 22:49:16  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmplssf60_v/tex.cache/6d07804363b43432c1b9a7a5e714b108.dvi
2023-03-19 22:49:18  ek9     100.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/288/spect/Turb_hdf5_plt_cnt_0793_spect_mags.dat
2023-03-19 22:49:19  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmppfjdy4ua/tex.cache/27a2869e24bcf2b3277ddfd0ccd8cb4c.tex
2023-03-19 22:49:21  ek9      52.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/144/spect/Turb_hdf5_plt_cnt_0607_spect_vels.dat
2023-03-19 22:49:21  ek9     100.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm4/288/spect/Turb_hdf5_plt_cnt_0019_spect_vels.dat
2023-03-19 22:49:23  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpwb5w29rs/tex.cache/111c2e56879d1504c935a0bca7a3a764.dvi
2023-03-19 22:49:24  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpfei0em9z/tex.cache/2cfd6d3834e23f79a70391cd4fe3c62f.dvi
2023-03-19 22:49:31  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmprh9pgc_5/tex.cache/33266c6f1353e163869e170e268b488f.dvi
2023-03-19 22:49:33  ek9      79.8M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/144/plt/Turb_hdf5_plt_cnt_0039
2023-03-19 22:49:35  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/compulim.indent4to2-0.1.2/node_modules/globule/node_modules/glob/test/root-nomount.js
2023-03-19 22:49:38  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp6zptxy03/tex.cache/0a0b1fe7e4212c181444a603f28d9426.tex
2023-03-19 22:49:42  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/144/plt/Turb_hdf5_plt_cnt_0245
2023-03-19 22:49:43  ek9      16.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/36/spect/Turb_hdf5_plt_cnt_0796_spect_vels.dat
2023-03-19 22:49:44  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpcvhfdlaz/tex.cache/69ba01fa58498738a85fb5292e1bc3a3.dvi
2023-03-19 22:49:45  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0097
2023-03-19 22:49:52  ek9     104.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/288/spect/vis_folder/spectra=0887.png
2023-03-19 22:49:54  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/72/plt/Turb_hdf5_plt_cnt_0659
2023-03-19 22:49:57  ek9       1.3M  /scratch/ek9/nk7952/Re10/super_sonic/Pm25/36/plt/Turb_hdf5_plt_cnt_0221
2023-03-19 22:49:58  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/288/plt/Turb_hdf5_plt_cnt_0963
2023-03-19 22:49:59  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm4/72/plt/Turb_hdf5_plt_cnt_0560
2023-03-19 22:50:03  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0414
2023-03-19 22:50:03  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpun9lnmef/tex.cache/0c0aec507f3a4d359e1c692834529a1f.tex
2023-03-19 22:50:07  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/e6c8a8008e294b77dee5e6ad4b925815.dvi
2023-03-19 22:50:11  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp2cbdek5b/tex.cache/1f555ec455c556ebab7ce642414d582b.png
2023-03-19 22:50:11  ek9     638.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/288/plt/Turb_hdf5_plt_cnt_0433
2023-03-19 22:50:13  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpsu4x8fzx/tex.cache/34a096a2b844d2a177befc16b132a394.png
2023-03-19 22:50:15  ek9      28.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm125/72/spect/Turb_hdf5_plt_cnt_0013_spect_vels.dat
2023-03-19 22:50:16  ek9      79.8M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/144/plt/Turb_hdf5_plt_cnt_0682
2023-03-19 22:50:21  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0749
2023-03-19 22:50:26  ek9      10.0M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/plt/Turb_hdf5_plt_cnt_0804
2023-03-19 22:50:29  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp_nv5ue54/tex.cache/b2bc774822c3eae6e91aa8c29efe1c2d.dvi
2023-03-19 22:50:30  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm25/144/plt/Turb_hdf5_plt_cnt_0025
2023-03-19 22:50:30  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm50/18/plt/Turb_hdf5_plt_cnt_0568
2023-03-19 22:50:32  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmprzubmay1/tex.cache/37915001ceb5843db33e5d47b0ce270e.dvi
2023-03-19 22:50:34  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpctvahhk9/tex.cache/6a76a65d71c1eb127c58f80f4a06471c.png
2023-03-19 22:50:36  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpul9gg_ci/tex.cache/9585b721f2b53d303ebdbe807149b103.tex
2023-03-19 22:50:36  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/18/plt/Turb_hdf5_plt_cnt_0722
2023-03-19 22:50:40  ek9     204.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/18/plt/Turb_hdf5_plt_cnt_0215
2023-03-19 22:50:42  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmppoo4__3c/tex.cache/800d26cb156d48deb9687b42521b4ddf.dvi
2023-03-19 22:50:48  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpui67p418/tex.cache/c31fcadeecde8347aa2bb16fe93be291.png
2023-03-19 22:50:51  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0382
2023-03-19 22:50:52  ek9      52.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/144/spect/Turb_hdf5_plt_cnt_0497_spect_vels.dat
2023-03-19 22:50:53  ek9     638.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/288/plt/Turb_hdf5_plt_cnt_0255
2023-03-19 22:51:04  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm25/144/plt/Turb_hdf5_plt_cnt_0417
2023-03-19 22:51:04  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp421rj0qw/tex.cache/544d45077b7efc3d737beb68a11af410.dvi
2023-03-19 22:51:06  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp6itk548l/tex.cache/89712a57109c70676d25439b11af8f75.tex
2023-03-19 22:51:07  ek9     200.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/18/plt/Turb_hdf5_plt_cnt_0835
2023-03-19 22:51:14  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpib4qn6uj/tex.cache/9a7804b82193057a7c8f5531a4a2ad8c.dvi
2023-03-19 22:51:14  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/64c1a2d0698b53521491afd2745f533a.tex
2023-03-19 22:51:23  ek9      16.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/36/spect/Turb_hdf5_plt_cnt_0577_spect_vels.dat
2023-03-19 22:51:28  ek9      28.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/72/spect/Turb_hdf5_plt_cnt_0037_spect_mags.dat
2023-03-19 22:51:31  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm10/72/plt/Turb_hdf5_plt_cnt_0835
2023-03-19 22:51:31  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpi59d6llr/tex.cache/7aadd37609e03ae91c0b7ae0d1a37601.png
2023-03-19 22:51:39  ek9      52.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm50/144/spect/Turb_hdf5_plt_cnt_0012_spect_vels.dat
2023-03-19 22:51:48  ek9     638.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/288/plt/Turb_hdf5_plt_cnt_0163
2023-03-19 22:51:50  ek9      16.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm125/36/spect/Turb_hdf5_plt_cnt_0014_spect_mags.dat
2023-03-19 22:51:51  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0371
2023-03-19 22:51:55  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/spect/Turb_hdf5_plt_cnt_0002_spect_vels.dat
2023-03-19 22:51:56  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmph7io20l6/tex.cache/2cfd6d3834e23f79a70391cd4fe3c62f.tex
2023-03-19 22:51:56  ek9     100.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/288/spect/Turb_hdf5_plt_cnt_0105_spect_mags.dat
2023-03-19 22:51:57  ek9       8.0K  /scratch/ek9/nk7952/.vscode-server/extensions/oderwat.indent-rainbow-8.3.1/node_modules/pngjs/lib/bitmapper.js
2023-03-19 22:51:57  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpeixp5e4b/tex.cache/ae28d926a7758389abca72e0a1c2e031.dvi
2023-03-19 22:51:58  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm5/72/plt/Turb_hdf5_plt_cnt_0881
2023-03-19 22:51:59  ek9      79.8M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/144/plt/Turb_hdf5_plt_cnt_0119
2023-03-19 22:52:01  ek9     100.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/288/spect/Turb_hdf5_plt_cnt_0028_spect_mags.dat
2023-03-19 22:52:06  ek9     104.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/288/spect/vis_folder/spectra=0130.png
2023-03-19 22:52:06  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/compulim.indent4to2-0.1.2/node_modules/has-ansi/readme.md
2023-03-19 22:52:08  ek9      79.8M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/144/plt/Turb_hdf5_plt_cnt_0007
2023-03-19 22:52:08  ek9     204.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/18/plt/Turb_hdf5_plt_cnt_0095
2023-03-19 22:52:11  ek9      52.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm5/144/spect/Turb_hdf5_plt_cnt_0075_spect_vels.dat
2023-03-19 22:52:14  ek9     196.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm125/576/spect/Turb_hdf5_plt_cnt_0013_spect_mags.dat
2023-03-19 22:52:14  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpxnkkpzhv/tex.cache/02fc3037907022f37ede246b2831cef2.dvi
2023-03-19 22:52:21  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm125/72/plt/Turb_hdf5_plt_cnt_0910
2023-03-19 22:52:24  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm50/18/plt/Turb_hdf5_plt_cnt_0497
2023-03-19 22:52:24  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpg9msqpnj/tex.cache/317b419edde9a01a01a0144006ffec01.dvi
2023-03-19 22:52:26  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpctvahhk9/tex.cache/ece7c05aeb3c7478ddbc715fd58e1c63.png
2023-03-19 22:52:28  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm125/36/plt/Turb_hdf5_plt_cnt_0122
2023-03-19 22:52:30  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0780
2023-03-19 22:52:32  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpocpx128u/tex.cache/b794b56ce5bd906cccfdfe0315bc3b57.dvi
2023-03-19 22:52:37  ek9      79.8M  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/144/plt/Turb_hdf5_plt_cnt_0622
2023-03-19 22:52:42  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/plt/Turb_hdf5_plt_cnt_0112
2023-03-19 22:52:47  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/72/plt/Turb_hdf5_plt_cnt_0155
2023-03-19 22:52:50  ek9     200.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/18/plt/Turb_hdf5_plt_cnt_0353
2023-03-19 22:52:51  ek9      16.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/36/spect/Turb_hdf5_plt_cnt_0038_spect_mags.dat
2023-03-19 22:52:59  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/144/plt/Turb_hdf5_plt_cnt_0798
2023-03-19 22:53:04  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/36/plt/Turb_hdf5_plt_cnt_0352
2023-03-19 22:53:07  ek9       8.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm125/18/spect/Turb_hdf5_plt_cnt_0098_spect_mags.dat
2023-03-19 22:53:09  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm250/36/plt/Turb_hdf5_plt_cnt_0320
2023-03-19 22:53:19  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/72/plt/Turb_hdf5_plt_cnt_0481
2023-03-19 22:53:25  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm5/144/plt/Turb_hdf5_plt_cnt_0529
2023-03-19 22:53:29  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0440
2023-03-19 22:53:35  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpv147t__j/tex.cache/d7af732011a5209003ef7b4e09979b80.tex
2023-03-19 22:53:35  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/bin/6261075646f055b99068d3688932416f2346dd3b/node_modules/minipass-pipeline/index.js
2023-03-19 22:53:38  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm5/144/plt/Turb_hdf5_plt_cnt_0490
2023-03-19 22:53:40  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm125/144/plt/Turb_hdf5_plt_cnt_0039
2023-03-19 22:53:40  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/18/plt/Turb_hdf5_plt_cnt_0907
2023-03-19 22:53:43  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/18/plt/Turb_hdf5_plt_cnt_0977
2023-03-19 22:53:46  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm5/72/plt/Turb_hdf5_plt_cnt_0454
2023-03-19 22:53:49  ek9      16.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/36/spect/Turb_hdf5_plt_cnt_0759_spect_mags.dat
2023-03-19 22:53:50  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/spect/Turb_hdf5_plt_cnt_0886_spect_mags.dat
2023-03-19 22:53:50  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpfeta9h5z/tex.cache/c6905939607840a7450a27920686efe5.png
2023-03-19 22:53:53  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/599ca3c5cc25468bd9f6d8dc3250ca66.png
2023-03-19 22:53:53  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/18/plt/Turb_hdf5_plt_cnt_0741
2023-03-19 22:53:56  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/144/plt/Turb_hdf5_plt_cnt_0490
2023-03-19 22:54:00  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/bin/5235c6bb189b60b01b1f49062f4ffa42384f8c91/node_modules/balanced-match/package.json
2023-03-19 22:54:01  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/18/plt/Turb_hdf5_plt_cnt_0395
2023-03-19 22:54:10  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/36/plt/Turb_hdf5_plt_cnt_0097
2023-03-19 22:54:11  ek9      16.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/36/spect/Turb_hdf5_plt_cnt_0286_spect_vels.dat
2023-03-19 22:54:11  ek9       4.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/288/plt/superRe10Pm50sim288.o62863787
2023-03-19 22:54:15  ek9      12.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/576/Rm3000_Pm1_dataset.json
2023-03-19 22:54:19  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp1__7rtfh/tex.cache/5f9640a2a967120f19816d9e20aeda1e.dvi
2023-03-19 22:54:21  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/36/plt/Turb_hdf5_plt_cnt_0052
2023-03-19 22:54:22  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/oderwat.indent-rainbow-8.3.1/node_modules/make-dir/node_modules/pify/package.json
2023-03-19 22:54:22  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm2/144/plt/Turb_hdf5_plt_cnt_0249
2023-03-19 22:54:25  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpkh0wk7p7/tex.cache/c8ee2e44da1b1119896fa4d9fc302289.dvi
2023-03-19 22:54:28  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpfj0mg9ot/tex.cache/42e249039119ead28e52fffac434f3e7.dvi
2023-03-19 22:54:41  ek9     100.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/288/spect/Turb_hdf5_plt_cnt_0031_spect_vels.dat
2023-03-19 22:54:45  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm250/18/plt/Turb_hdf5_plt_cnt_0041
2023-03-19 22:54:49  ek9       8.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/18/spect/Turb_hdf5_plt_cnt_0557_spect_vels.dat
2023-03-19 22:54:49  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/72/plt/Turb_hdf5_plt_cnt_0670
2023-03-19 22:54:55  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/144/plt/Turb_hdf5_plt_cnt_0249
2023-03-19 22:54:56  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0833
2023-03-19 22:54:58  ek9      79.8M  /scratch/ek9/nk7952/Re10/super_sonic/Pm125/144/plt/Turb_hdf5_plt_cnt_0335
2023-03-19 22:54:59  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/18/spect/Turb_hdf5_plt_cnt_0773_spect_mags.dat
2023-03-19 22:54:59  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmplssf60_v/tex.cache/9a19e13671bd59cb39aff015366613cf.dvi
2023-03-19 22:55:00  ek9      28.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm10/72/spect/Turb_hdf5_plt_cnt_0009_spect_vels.dat
2023-03-19 22:55:05  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpg9msqpnj/tex.cache/a5962393128765aa7c0a0ac70085745c.dvi
2023-03-19 22:55:08  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp0p83ke2f/tex.cache/ecf3d350011a579910459e79f10edff8.dvi
2023-03-19 22:55:08  ek9      52.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm125/144/spect/Turb_hdf5_plt_cnt_0027_spect_vels.dat
2023-03-19 22:55:10  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm25/288/plt/Turb_hdf5_plt_cnt_0050
