EXPIRES AT           GROUP     SIZE  PATH
2023-03-19 14:47:38  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0775
2023-03-19 14:47:39  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0203
2023-03-19 14:47:40  ek9      79.8M  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/144/Turb_hdf5_plt_cnt_1012
2023-03-19 14:47:40  ek9      52.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/144/spect/Turb_hdf5_plt_cnt_0026_spect_mags.dat
2023-03-19 14:47:43  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm5/72/plt/Turb_hdf5_plt_cnt_0777
2023-03-19 14:47:44  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp1iuu3elw/tex.cache/455db5430b032a73db67cddc5cb23b44.png
2023-03-19 14:47:44  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm5/144/plt/Turb_hdf5_plt_cnt_0017
2023-03-19 14:47:51  ek9       8.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/18/spect/Turb_hdf5_plt_cnt_0257_spect_mags.dat
2023-03-19 14:47:52  ek9      79.8M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/144/plt/Turb_hdf5_plt_cnt_0588
2023-03-19 14:47:54  ek9      16.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/36/spect/Turb_hdf5_plt_cnt_0007_spect_vels.dat
2023-03-19 14:47:55  ek9      79.8M  /scratch/ek9/nk7952/test_sim/sub_sonic/Turb_hdf5_plt_cnt_0018
2023-03-19 14:47:55  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/compulim.indent4to2-0.1.2/node_modules/defaults/node_modules/clone/package.json
2023-03-19 14:47:57  ek9      28.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/72/spect/Turb_hdf5_plt_cnt_0027_spect_mags.dat
2023-03-19 14:47:58  ek9       8.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm25/18/spect/Turb_hdf5_plt_cnt_0304_spect_vels.dat
2023-03-19 14:47:58  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0205
2023-03-19 14:47:58  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/144/plt/Turb_hdf5_plt_cnt_0560
2023-03-19 14:47:59  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmph139cp1s/tex.cache/455db5430b032a73db67cddc5cb23b44.png
2023-03-19 14:48:07  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpd7t_czzc/tex.cache/10b906e1187a855f2f156cdbfe2d4593.png
2023-03-19 14:48:11  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/18/plt/Turb_hdf5_plt_cnt_0680
2023-03-19 14:48:12  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm2/36/plt/Turb_hdf5_plt_cnt_0584
2023-03-19 14:48:16  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/36/plt/Turb_hdf5_plt_cnt_0885
2023-03-19 14:48:18  ek9     196.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm125/576/spect/Turb_hdf5_plt_cnt_0014_spect_vels.dat
2023-03-19 14:48:20  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/36/plt/Turb_hdf5_plt_cnt_0689
2023-03-19 14:48:20  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/18/spect/Turb_hdf5_plt_cnt_0062_spect_mags.dat
2023-03-19 14:48:20  ek9      79.8M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/144/Turb_hdf5_plt_cnt_1302
2023-03-19 14:48:22  ek9       8.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/18/spect/Turb_hdf5_plt_cnt_0078_spect_vels.dat
2023-03-19 14:48:22  ek9     200.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/18/plt/Turb_hdf5_plt_cnt_0141
2023-03-19 14:48:24  ek9       8.0K  /scratch/ek9/nk7952/.vscode-server/extensions/oderwat.indent-rainbow-8.3.1/node_modules/graceful-fs/README.md
2023-03-19 14:48:29  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/36/plt/Turb_hdf5_plt_cnt_0125
2023-03-19 14:48:32  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0866
2023-03-19 14:48:33  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/spect/Turb_hdf5_plt_cnt_0183_spect_mags.dat
2023-03-19 14:48:35  ek9     200.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/18/plt/Turb_hdf5_plt_cnt_0526
2023-03-19 14:48:36  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpw1744o5b/tex.cache/bce13443c42e7cba40dd18188b4a831a.tex
2023-03-19 14:48:38  ek9      28.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/spect/Turb_hdf5_plt_cnt_0389_spect_vels.dat
2023-03-19 14:48:40  ek9     204.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/18/plt/Turb_hdf5_plt_cnt_0216
2023-03-19 14:48:41  ek9     204.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/18/plt/Turb_hdf5_plt_cnt_0349
2023-03-19 14:48:43  ek9     204.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/18/plt/Turb_hdf5_plt_cnt_0080
2023-03-19 14:48:45  ek9     200.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/18/plt/Turb_hdf5_plt_cnt_0125
2023-03-19 14:48:55  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpexcz55pa/tex.cache/02fc3037907022f37ede246b2831cef2.tex
2023-03-19 14:48:56  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpewjbnbam/tex.cache/f00452e01966ef26d6b57d8b7ee49a11.tex
2023-03-19 14:48:57  ek9      10.0M  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/72/plt/Turb_hdf5_plt_cnt_0432
2023-03-19 14:49:02  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp2gcbxquq/tex.cache/b2bc774822c3eae6e91aa8c29efe1c2d.dvi
2023-03-19 14:49:03  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/18/spect/Turb_hdf5_plt_cnt_0202_spect_vels.dat
2023-03-19 14:49:04  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpkkute8oa/tex.cache/7b17152d39046d45548702722620b44a.tex
2023-03-19 14:49:05  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpib4qn6uj/tex.cache/ee99c03c50db299280fada8fba8add1b.dvi
2023-03-19 14:49:07  ek9       8.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm10/18/spect/Turb_hdf5_plt_cnt_0021_spect_vels.dat
2023-03-19 14:49:09  ek9       5.0G  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/576/plt/Turb_hdf5_plt_cnt_0327
2023-03-19 14:49:12  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/compulim.indent4to2-0.1.2/node_modules/bluebird/js/main/bind.js
2023-03-19 14:49:16  ek9     204.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/18/plt/Turb_hdf5_plt_cnt_0123
2023-03-19 14:49:18  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/18/plt/Turb_hdf5_plt_cnt_0219
2023-03-19 14:49:19  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp2v9f6u9b/tex.cache/132948d8e3f40efc8bba0ac8367dac8d.png
2023-03-19 14:49:20  ek9      79.8M  /scratch/ek9/nk7952/test_sim/sub_sonic/Turb_hdf5_plt_cnt_0348
2023-03-19 14:49:25  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/36/plt/Turb_hdf5_plt_cnt_0410
2023-03-19 14:49:25  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpjzbo21yj/tex.cache/a33606d57b43b76e6612c8c94f34564b.tex
2023-03-19 14:49:29  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp2q6z6yir/tex.cache/1b0757b6a2fce06e4cb2703ee00453e4.tex
2023-03-19 14:49:31  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/144/plt/Turb_hdf5_plt_cnt_0503
2023-03-19 14:49:32  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/18/plt/Turb_hdf5_plt_cnt_0978
2023-03-19 14:49:33  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/9e52a5ba3be9461014cbfdc0409158fa.dvi
2023-03-19 14:49:33  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm250/72/plt/Turb_hdf5_plt_cnt_0319
2023-03-19 14:49:33  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/4969c923b646645de989db10acf971fd.png
2023-03-19 14:49:44  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm50/36/plt/Turb_hdf5_plt_cnt_0361
2023-03-19 14:49:46  ek9      16.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/36/spect/Turb_hdf5_plt_cnt_0403_spect_vels.dat
2023-03-19 14:49:47  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpxpv8pq7j/tex.cache/834919a94b787a7a0990972aa2ced017.tex
2023-03-19 14:49:49  ek9      28.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/72/spect/Turb_hdf5_plt_cnt_0193_spect_vels.dat
2023-03-19 14:49:49  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm125/36/plt/Turb_hdf5_plt_cnt_0570
2023-03-19 14:49:50  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/6f5a1829ef8328dba9576626c19c3dc3.dvi
2023-03-19 14:49:50  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpm495w6rz/tex.cache/b2d2e549f59c0815fdbb2af07e437c60.tex
2023-03-19 14:49:52  ek9      79.8M  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/144/Turb_hdf5_plt_cnt_1252
2023-03-19 14:49:54  ek9      10.0M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/plt/Turb_hdf5_plt_cnt_0971
2023-03-19 14:49:57  ek9     638.0M  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/288/plt/Turb_hdf5_plt_cnt_0335
2023-03-19 14:50:04  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/mhutchie.git-graph-1.30.0/.vsixmanifest
2023-03-19 14:50:05  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpqylci4o3/tex.cache/03b60d8b5985554ce36a555500454b0b.dvi
2023-03-19 14:50:08  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/144/plt/Turb_hdf5_plt_cnt_0457
2023-03-19 14:50:09  ek9       5.0G  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm250/576/plt/Turb_hdf5_plt_cnt_0055
2023-03-19 14:50:10  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0007
2023-03-19 14:50:10  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpf_bvw_hh/tex.cache/10c938fdc6894ed4009656803f4a41ae.png
2023-03-19 14:50:13  ek9      79.8M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/144/plt/Turb_hdf5_plt_cnt_0821
2023-03-19 14:50:13  ek9      16.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/36/spect/Turb_hdf5_plt_cnt_0026_spect_mags.dat
2023-03-19 14:50:15  ek9      10.0M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/72/plt/Turb_hdf5_plt_cnt_0208
2023-03-19 14:50:15  ek9       8.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/18/spect/Turb_hdf5_plt_cnt_0205_spect_mags.dat
2023-03-19 14:50:21  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0156
2023-03-19 14:50:22  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/18/spect/Turb_hdf5_plt_cnt_0498_spect_vels.dat
2023-03-19 14:50:24  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm25/288/plt/Turb_hdf5_plt_cnt_0552
2023-03-19 14:50:29  ek9       4.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm10/36/plt/superRm3000Pm10sim36.o62865212
2023-03-19 14:50:33  ek9      52.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/144/spect/Turb_hdf5_plt_cnt_0848_spect_mags.dat
2023-03-19 14:50:34  ek9      79.8M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/144/plt/Turb_hdf5_plt_cnt_0237
2023-03-19 14:50:35  ek9       4.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/18/spect/superRe10Pm250fitFull18.o53005801
2023-03-19 14:50:43  ek9      52.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm25/144/spect/Turb_hdf5_plt_cnt_0092_spect_vels.dat
2023-03-19 14:50:44  ek9       1.3M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/36/plt/Turb_hdf5_plt_cnt_0874
2023-03-19 14:50:45  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpaxfn_a_0/tex.cache/1bc768cee4c8e98b7f5d59b8ec55229d.dvi
2023-03-19 14:50:49  ek9      52.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm2/144/spect/Turb_hdf5_plt_cnt_0038_spect_vels.dat
2023-03-19 14:50:50  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0464
2023-03-19 14:50:51  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm50/144/plt/Turb_hdf5_plt_cnt_0247
2023-03-19 14:50:53  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/288/plt/Turb_hdf5_plt_cnt_0459
2023-03-19 14:50:53  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp6oqtvomj/tex.cache/8b26a52ef0189b1371f825004c0d7998.tex
2023-03-19 14:50:58  ek9       8.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/18/spect/Turb_hdf5_plt_cnt_0139_spect_mags.dat
2023-03-19 14:51:00  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm25/288/plt/Turb_hdf5_plt_cnt_0941
2023-03-19 14:51:03  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0905
2023-03-19 14:51:05  ek9      79.8M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/144/plt/Turb_hdf5_plt_cnt_0941
2023-03-19 14:51:10  ek9      56.0K  /scratch/ek9/nk7952/tmp/tmp1iuu3elw/fontlist-v330.json
2023-03-19 14:51:19  ek9      50.9M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/18/spect/spectra_fits_fk_fm.json
2023-03-19 14:51:24  ek9     100.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/288/spect/vis_folder/spectra=0048.png
2023-03-19 14:51:30  ek9      79.8M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/144/plt/Turb_hdf5_plt_cnt_0378
2023-03-19 14:51:31  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmprh9pgc_5/tex.cache/f5f9398addf63bc2eb44d21e8f27cf66.dvi
2023-03-19 14:51:35  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/288/plt/Turb_hdf5_plt_cnt_0883
2023-03-19 14:51:36  ek9       4.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm4/288/spect/shell_fit.out00
2023-03-19 14:51:47  ek9     200.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm125/18/plt/Turb_hdf5_plt_cnt_0926
2023-03-19 14:51:49  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpg9msqpnj/tex.cache/847755e8364af3c370b14ad82c09b952.png
2023-03-19 14:51:55  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpxpv8pq7j/tex.cache/afb9170ed22f0f9d66df859088ac7f63.dvi
2023-03-19 14:51:56  ek9       8.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/18/spect/Turb_hdf5_plt_cnt_0263_spect_vels.dat
2023-03-19 14:51:56  ek9       8.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/18/spect/Turb_hdf5_plt_cnt_0045_spect_mags.dat
2023-03-19 14:51:58  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/36/plt/Turb_hdf5_plt_cnt_0293
2023-03-19 14:51:59  ek9      16.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm5/36/spect/Turb_hdf5_plt_cnt_0011_spect_mags.dat
2023-03-19 14:52:00  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm5/72/plt/Turb_hdf5_plt_cnt_0878
2023-03-19 14:52:01  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpj_bibg1q/tex.cache/9ef0c56f8e7dcd0b27f1bd415bf41fa9.png
2023-03-19 14:52:01  ek9     196.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/576/spect/Turb_hdf5_plt_cnt_0005_spect_mags.dat
2023-03-19 14:52:05  ek9     204.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/18/plt/Turb_hdf5_plt_cnt_0290
2023-03-19 14:52:10  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp9dzyn82i/tex.cache/781a9e3053e78aa0d0f111e3f3299352.tex
2023-03-19 14:52:11  ek9      79.8M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/144/plt/Turb_hdf5_plt_cnt_0874
2023-03-19 14:52:11  ek9       5.0G  /scratch/ek9/nk7952/Re10/super_sonic/Pm25/576/plt/Turb_hdf5_plt_cnt_0174
2023-03-19 14:52:12  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmprl1wvowz/tex.cache/05b9cec6e408f81b0f49e4c2018a30b4.dvi
2023-03-19 14:52:16  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/spect/Turb_hdf5_plt_cnt_0498_spect_mags.dat
2023-03-19 14:52:22  ek9      52.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/144/spect/Turb_hdf5_plt_cnt_0652_spect_vels.dat
2023-03-19 14:52:22  ek9      52.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/144/spect/Turb_hdf5_plt_cnt_0155_spect_mags.dat
2023-03-19 14:52:23  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm250/36/plt/Turb_hdf5_plt_cnt_0672
2023-03-19 14:52:24  ek9      16.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm10/36/spect/Turb_hdf5_plt_cnt_0022_spect_mags.dat
2023-03-19 14:52:27  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpg9msqpnj/tex.cache/c5b956508976bc8a098c4e519b0e4112.dvi
2023-03-19 14:52:34  ek9     204.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/18/plt/Turb_hdf5_plt_cnt_0226
2023-03-19 14:52:34  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm5/18/plt/Turb_hdf5_plt_cnt_0869
2023-03-19 14:52:38  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/plt/Turb_hdf5_plt_cnt_0855
2023-03-19 14:52:44  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/36/plt/Turb_hdf5_plt_cnt_0789
2023-03-19 14:52:58  ek9     638.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/288/plt/Turb_hdf5_plt_cnt_0691
2023-03-19 14:53:00  ek9      79.8M  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0452
2023-03-19 14:53:01  ek9     100.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm125/288/spect/Turb_hdf5_plt_cnt_0025_spect_vels.dat
2023-03-19 14:53:04  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmptjk7blpk/tex.cache/377f4685d0790e3103ac0a2a747a274a.dvi
2023-03-19 14:53:08  ek9      79.8M  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0084
2023-03-19 14:53:13  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0114
2023-03-19 14:53:14  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpakhbwu47/tex.cache/f6b8a26bcb781c833de5cfc9ff48c1e6.dvi
2023-03-19 14:53:17  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpt7_srvro/tex.cache/bcd0e301096fb73f833cedb2af8e756b.png
2023-03-19 14:53:20  ek9      79.8M  /scratch/ek9/nk7952/test_sim/super_sonic/Turb_hdf5_plt_cnt_0444
2023-03-19 14:53:24  ek9     204.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm10/18/plt/Turb_hdf5_plt_cnt_0011
2023-03-19 14:53:27  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/18/plt/Turb_hdf5_plt_cnt_0036
2023-03-19 14:53:28  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0139
2023-03-19 14:53:29  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpoa8ao3wb/tex.cache/b55c51936a114c9da45b05f609c94ed4.dvi
2023-03-19 14:53:29  ek9     100.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm2/288/spect/Turb_hdf5_plt_cnt_0015_spect_mags.dat
2023-03-19 14:53:29  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpovvohl1y/tex.cache/c8e6eabcf8f1c95f2c67440f29f89ff6.png
2023-03-19 14:53:38  ek9      28.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/spect/Turb_hdf5_plt_cnt_0355_spect_vels.dat
2023-03-19 14:53:39  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpdmtpcl5c/tex.cache/35a3ecf2533ee67b7d7b6b90aa12e555.tex
2023-03-19 14:53:42  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpn7f8iwpx/tex.cache/0992ed75ffbe35be3bb0129a58c5749e.png
2023-03-19 14:53:48  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpxztk6_nh/tex.cache/5f5ccc16c5cce48775f9c17607be4751.png
2023-03-19 14:53:50  ek9       4.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm25/576/spect/shell_calc_spect.out00
2023-03-19 14:53:51  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/288/plt/Turb_hdf5_plt_cnt_0212
2023-03-19 14:53:53  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpsu4x8fzx/tex.cache/1b0757b6a2fce06e4cb2703ee00453e4.dvi
2023-03-19 14:53:54  ek9     100.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/288/spect/Turb_hdf5_plt_cnt_0822_spect_mags.dat
2023-03-19 14:53:56  ek9     104.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/288/spect/vis_folder/spectra=0879.png
2023-03-19 14:54:01  ek9     100.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/288/spect/Turb_hdf5_plt_cnt_0031_spect_vels.dat
2023-03-19 14:54:03  ek9      16.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/36/spect/Turb_hdf5_plt_cnt_0755_spect_mags.dat
2023-03-19 14:54:06  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpqmxjype6/tex.cache/6214971552190082637cb3725423af98.tex
2023-03-19 14:54:12  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm10/144/plt/Turb_hdf5_plt_cnt_0167
2023-03-19 14:54:15  ek9     638.0M  /scratch/ek9/nk7952/Re10/super_sonic/Pm125/288/plt/Turb_hdf5_plt_cnt_0287
2023-03-19 14:54:20  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp_4eidf0k/tex.cache/66483cd2121032f6d8b897a95561484b.dvi
2023-03-19 14:54:21  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp6pb8utn9/tex.cache/bce13443c42e7cba40dd18188b4a831a.tex
2023-03-19 14:54:25  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/oderwat.indent-rainbow-8.3.1/node_modules/https-proxy-agent/dist/index.js
2023-03-19 14:54:25  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/jackytsu.text-transformer-0.0.7/node_modules/vscode-nls/package.json
2023-03-19 14:54:28  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp44zk4p8q/tex.cache/4e9e11413e568a9d434f99e19f7688d0.png
2023-03-19 14:54:30  ek9       8.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/18/spect/Turb_hdf5_plt_cnt_0217_spect_vels.dat
2023-03-19 14:54:30  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/plt/Turb_hdf5_plt_cnt_0491
2023-03-19 14:54:32  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpt7_srvro/tex.cache/015ffeff26b619fa7cb543b0240f6fad.png
2023-03-19 14:54:38  ek9      10.0M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/plt/Turb_hdf5_plt_cnt_0623
2023-03-19 14:54:44  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpc1foqspm/tex.cache/10cd4fc2927737fbce1c3100d0fb885b.png
2023-03-19 14:54:45  ek9      52.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/144/spect/Turb_hdf5_plt_cnt_0291_spect_mags.dat
2023-03-19 14:54:45  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm125/72/plt/Turb_hdf5_plt_cnt_0836
2023-03-19 14:54:49  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/36/plt/Turb_hdf5_plt_cnt_0004
2023-03-19 14:54:49  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/144/plt/Turb_hdf5_plt_cnt_0402
2023-03-19 14:54:56  ek9      52.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/144/spect/Turb_hdf5_plt_cnt_0777_spect_mags.dat
2023-03-19 14:54:57  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/72/plt/Turb_hdf5_plt_cnt_0090
